"Direcciones_c";"Direcciones_prueba";"Ciudad";"localizaciones.lat";"localizaciones.long"
"CR 84 F 3 C 39";"CR 84 F 3 C 39 CONJUNTO RESIDENCIAL AL PARQUE PH";"MEDELLIN";6,19118;-75,60005
"AV 37 DG 45 54";"AV 37 DG 45 54 ";"BELLO";6,332503;-75,54197
"CL 79 C SUR 55 C 97";"CL 79 C SUR 55 C 97 URBANIZACION CLARO VERDE";"LA ESTRELLA";6,154085;-75,63353
"CR 93 64 D 5";"CR 93 64 D 5 URBANIZACION PORTALES DE LA CAMPIÑA";"MEDELLIN";6,28113;-75,60406
"CL 56 SUR 39 54 502";"CL 56 SUR 39 54 502 EDIFICIO BRISAS DE MARIA";"SABANETA";6,154073;-75,60305
"CL 54 85 40";"CL 54 85 40 SENDERO DE LA 80";"MEDELLIN";6,24589;-75,57457
"CR 48 61 35";"CR 48 61 35 EDIFICIO MOLINOS DEL PRADO";"MEDELLIN";6,25767;-75,56126
"CR 93 64 D 05";"CR 93 64 D 05 URBANIZACION PORTALES DE LA CAMPIÑA";"MEDELLIN";6,28113;-75,60406
"CR 41 57 SUR 53";"CR 41 57 SUR 53 URBANIZACIÓN MOSTAZA PH";"SABANETA";6,155262;-75,60568
"CR 66 B 56 B 26";"CR 66 B 56 B 26 CONJUNTO RESIDENCIAL PARQUE ALTO PH";"BELLO";6,20542;-75,56718
"DG 43 AV 34 33";"DG 43 AV 34 33 ";"BELLO";6,331265;-75,53833
"CL 53 B 78 12";"CL 53 B 78 12 COLORES ETAPA II";"MEDELLIN";6,267430008;-75,59361997
"CR 31 29 71";"CR 31 29 71 CONJUNTO RESIDENCIAL BOSQUES DE SAN DIEGO ll PH";"MEDELLIN";6,23349;-75,56834
"CR 75 DA 2 B SUR 100";"CR 75 DA 2 B SUR 100 CONJUNTO RESIDENCIAL VILLAS DE LA MOTA PH";"MEDELLIN";6,20775;-75,59946
"CR 99 65 265";"CR 99 65 265 LUNA DEL CAMPO 1005 PH";"MEDELLIN";6,24589;-75,57457
"CL 38 B SUR 26 2";"CL 38 B SUR 26 2 CONJUNTO RESIDENCIAL MONTEVENTO PH";"ENVIGADO";6,156998;-75,57545
"CL 26 SUR 43 A 41";"CL 26 SUR 43 A 41 CONJUNTO RESIDENCIAL VILLA SANTA TERESA PH";"ENVIGADO";6,180869;-75,58379
"CL 72 SUR 33 59";"CL 72 SUR 33 59 CONJUNTO RESIDENCIAL SELVATICA ETAPA 2 PH";"SABANETA";6,148118;-75,61537
"CR 27 AA 36 SUR 160";"CR 27 AA 36 SUR 160 NATIVO ARENA ETAPA 2 TORRE 3";"ENVIGADO";6,15847;-75,57405
"CR 27 D 27 SUR 164";"CR 27 D 27 SUR 164 AMARELLO INN PROPIEDAD HORIZONTAL";"ENVIGADO";6,172884;-75,57145
"CR 69 73 92";"CR 69 73 92 ";"MEDELLIN";6,27428;-75,57907
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 CONJUNTO DE USO MIXTO RIO SECRETO";"SABANETA";6,1526;-75,6109
"CL 48 BB 86 18";"CL 48 BB 86 18 ";"MEDELLIN";6,26067;-75,60429
"CR 87 A 32 46";"CR 87 A 32 46 CONJUNTO RESIDENCIAL BALCONES DE SALESIA PH";"MEDELLIN";6,235116;-75,60975
"CL 67 SUR 43 C 25";"CL 67 SUR 43 C 25 ";"SABANETA";6,152229;-75,61356
"CR 45 A 34 SUR 57";"CR 45 A 34 SUR 57 LC 161 MULTIFAMILIAR EL PORTAL DEL CERRO";"ENVIGADO";6,173616;-75,58895
"CL 79 C SUR 55 207";"CL 79 C SUR 55 207 CONJUNTO RESIDENCIAL CEIBAZUL PH";"LA ESTRELLA";6,154085;-75,63353
"CL 49 F 87 75";"CL 49 F 87 75 CAMPO DE VERANO PH";"MEDELLIN";6,263673;-75,60587
"CL 76 80 205";"CL 76 80 205 HUNGRIA PH";"MEDELLIN";6,27723;-75,59154
"CL 38 55 221";"CL 38 55 221 CONJUNTO DE USO MIXTO PUERTO AZUL PH";"BELLO";6,34034;-75,55916
"CR 97 47 A 78";"CR 97 47 A 78 ";"MEDELLIN";6,2574;-75,61273
"CR 51 98 SUR 237";"CR 51 98 SUR 237 PARQUE RESIDENCIAL FLORES DEL CAMPO PH";"LA ESTRELLA";6,127261;-75,63545
"CL 64 SUR 39 170";"CL 64 SUR 39 170 MOCACCINO APARTAMENTOS";"SABANETA";6,148873;-75,60883
"AV 38 DG 67 17";"AV 38 DG 67 17 UNIDAD RESIDENCIAL ENTREVIENTOS";"BELLO";6,34034;-75,55916
"CL 51 84 199";"CL 51 84 199 CONJUNTO RESIDENCIAL QUINTANAR DE CALASANZ PH";"MEDELLIN";6,264763;-75,59898
"CR 83 34 C 16";"CR 83 34 C 16 ";"MEDELLIN";6,243178;-75,60541
"CL 1 35 388";"CL 1 35 388 CONJUNTO RESIDECIAL EL REFUGIO II";"MEDELLIN";6,26467;-75,60139
"CR 24 DD 41 SUR 190";"CR 24 DD 41 SUR 190 URBANIZACION COLORS PH";"ENVIGADO";6,151451;-75,58604
"CL 57 D 85 E 33";"CL 57 D 85 E 33 COLINAS DE CALASANZ";"MEDELLIN";6,27264;-75,6005
"CR 27 A 23 SUR 210";"CR 27 A 23 SUR 210 EDIFICIO MUZO APARTAMENTOS PH";"ENVIGADO";6,162095;-75,57411
"CL 66 A 55 A 51";"CL 66 A 55 A 51 CIUDADELA DE SEVILLA PH";"MEDELLIN";6,26633;-75,56507
"CL 64 E 91 B 10";"CL 64 E 91 B 10 ";"MEDELLIN";6,279422;-75,60092
"CL 116 64 CC 5";"CL 116 64 CC 5 ";"MEDELLIN";6,30982;-75,56188
"CR 74 53 55";"CR 74 53 55 NUEVO MUNDO PH";"MEDELLIN";6,26354;-75,58847
"TV 34 SUR 33 53";"TV 34 SUR 33 53 ";"ENVIGADO";6,169912;-75,58293
"CL 2 B SUR 75 DA 15";"CL 2 B SUR 75 DA 15 UNIDAD RESIDENCIAL ALTOS DE LA CIUDADELA";"MEDELLIN";6,208234;-75,59973
"CR 33 28 10";"CR 33 28 10 UNIDAD RESIDENCIA SERRANIA DE SAN DIEGO";"MEDELLIN";6,23349;-75,56834
"CL 75 SUR 54 A 335";"CL 75 SUR 54 A 335 HUNGRIA APARTAMENTOS PH";"LA ESTRELLA";6,163731;-75,63896
"CL 76 SUR 54 B 30";"CL 76 SUR 54 B 30 ";"LA ESTRELLA";6,16118;-75,6374
"CL 76 B 82 F 90";"CL 76 B 82 F 90 ";"MEDELLIN";6,279239;-75,59156
"CL 67 99 183";"CL 67 99 183 CONJUNTO DE USO MIXTO LUNA DEL MAR PH";"MEDELLIN";6,24589;-75,57457
"CL 34 86 A 67";"CL 34 86 A 67 CONJUNTO RESIDECIAL MULTIFAMILIAR GUADARRAMA 2";"MEDELLIN";6,24589;-75,57457
"CR 28 29 85";"CR 28 29 85 UNIDAD RESIDENCIAL RESERVA DE SAN DIEGO PH";"MEDELLIN";6,23349;-75,56834
"DG 43 AV 34 29";"DG 43 AV 34 29 ";"BELLO";6,331284;-75,53831
"CL 11 E SUR 53 216";"CL 11 E SUR 53 216 CONJUNTO RESIDENCIAL LA COLINITA PH";"MEDELLIN";6,198845;-75,59295
"CR 81 54 A 97";"CR 81 54 A 97 UNIDAD CERRADA NUEVA PRADERA PH";"MEDELLIN";6,26996;-75,59647
"CL 43 B 81 68";"CL 43 B 81 68 ";"MEDELLIN";6,24998;-75,60321
"CL 33 B 83 B 10";"CL 33 B 83 B 10 TORRE HIMALAYA PH";"MEDELLIN";6,24076;-75,60712
"AV 32 DD 49 A 135";"AV 32 DD 49 A 135 CEIBA DEL NORTE PH";"BELLO";6,34034;-75,55916
"DG 67 AV 31 150";"DG 67 AV 31 150 UNIDAD RESIDENCIAL CERRO CLARO PH";"BELLO";6,34034;-75,55916
"CL 6 SUR 43 A 200";"CL 6 SUR 43 A 200 EDIFICIO LUGO BUSINESS CENTER";"MEDELLIN";6,19997;-75,5752
"CL 53 55 A 64";"CL 53 55 A 64 CONJUNTO RESIDENCIAL RESERVA DEL BOSQUE";"ITAGUI";6,17288;-75,61148
"CR 24 C 41 SUR 127";"CR 24 C 41 SUR 127 URBANIZACION FORESTA";"ENVIGADO";6,153074;-75,58581
"CL 32 61 230";"CL 32 61 230 CONJUNTO RESIDENCIAL POBLADO DEL SUR 2";"ITAGUI";6,19826;-75,5721
"AV 38 DG 67 17";"AV 38 DG 67 17 UNIDAD ENTREVIENTOS";"BELLO";6,34034;-75,55916
"CR 59 27 71";"CR 59 27 71 CONJUNTO RESIDENCIAL AMAZONIKA PH";"BELLO";6,20542;-75,56718
"CR 45 26 162";"CR 45 26 162 PUERTO MADERA PH";"BELLO";6,31699;-75,55348
"CL 60 SUR 39 55";"CL 60 SUR 39 55 CIUDAD DEL BOSQUE PH ETAPA 2";"SABANETA";6,157744;-75,60936
"CR 43 A 54 SUR 65";"CR 43 A 54 SUR 65 TORRE SAVANNAH PH";"SABANETA";6,15754;-75,60476
"CL 51 83 96";"CL 51 83 96 UNIDAD RESIDENCIAL";"MEDELLIN";6,26713;-75,6012
"CR 69 C 30 A 21";"CR 69 C 30 A 21 EDIFICIO BENIDORM";"MEDELLIN";6,23264;-75,59101
"CL 75 AA SUR 53 246";"CL 75 AA SUR 53 246 CONJUNTO RESIDENCIAL CACTUS TORRE 1";"ITAGUI";6,17288;-75,61148
"CR 79 38 A 33";"CR 79 38 A 33 EDIFICIO ZAPZURRO";"MEDELLIN";6,24689;-75,59891
"CL 50 A 96 C 165";"CL 50 A 96 C 165 URBANIZACIÓN AMANECERES VIS PH";"MEDELLIN";6,24589;-75,57457
"TV 38 AA 57 110";"TV 38 AA 57 110 PUERTO PARAISO";"BELLO";6,34253;-75,56852
"CR 45 A 80 SUR 75";"CR 45 A 80 SUR 75 CONJUNTO RESIDENCIAL PRESTIGE";"SABANETA";6,14615;-75,62532
"CL 47 F 95 28";"CL 47 F 95 28 EDIFICIO D CASTILLO";"MEDELLIN";6,25804;-75,61175
"CR 79 49 76";"CR 79 49 76 EDIFICIO PONTEVEDRA PH";"MEDELLIN";6,2614;-75,59622
"CL 32 C 81 A 90";"CL 32 C 81 A 90 URBANIZACION NUEVA VILLA DE ABURRA PRIMERA ETAPA";"MEDELLIN";6,23608;-75,60385
"CL 47 B SUR 69 94";"CL 47 B SUR 69 94 RESERVA DEL PRADO ETAPA III";"SAN ANTONIO DE PRADO";6,1795;-75,64858
"CR 91 D 72 159";"CR 91 D 72 159 URBANIZACION ROBLEDALES ETAPA 1 B";"MEDELLIN";6,284;-75,59788
"CL 75 AB SUR 52 D 71";"CL 75 AB SUR 52 D 71 CONJUNTO RESIDENCIAL LA SIERRA";"ITAGUI";6,161195;-75,63116
"CR 81 54 05";"CR 81 54 05 EDIFICIO FERRINI PLAZA";"MEDELLIN";6,26868;-75,59685
"CL 20 SUR 39 A 72";"CL 20 SUR 39 A 72 UNIDAD RESIDENCIAL LINDA VILLA PH";"MEDELLIN";6,1821;-75,57564
"TV 79 C 80 78";"TV 79 C 80 78 EDIFICIO ALCARAZ PH";"MEDELLIN";6,24589;-75,57457
"CL 49 A 76 A 105";"CL 49 A 76 A 105 ";"MEDELLIN";6,26041;-75,59309
"CR 85 45 C 13";"CR 85 45 C 13 ";"MEDELLIN";6,255026;-75,60258
"CL 71 58 102";"CL 71 58 102 CIUDADELA DEL PARQUE APARTAMENTOS TORRE 2";"ITAGUI";6,17288;-75,61148
"TV 38 AA 57 110";"TV 38 AA 57 110 CONJUNTO RESIDENCIAL PUERTO PARAISO PH";"BELLO";6,34034;-75,55916
"CL 75 A 73 17";"CL 75 A 73 17 URB TORRESELVA APARTAMENTOS PH";"MEDELLIN";6,276284;-75,58427
"CL 48 F SUR 39 B 88";"CL 48 F SUR 39 B 88 EDIFICIO SAN SILVESTRE PH";"ENVIGADO";6,157957;-75,59809
"CR 99 65 265";"CR 99 65 265 CONJUNTO RESIDENCIAL LUNA DEL CAMPO";"MEDELLIN";6,1766;-75,58747
"CL 39 SUR 25 AA 12";"CL 39 SUR 25 AA 12 SENDERO FRESCO APARTAMENTOS";"ENVIGADO";6,153183;-75,57418
"AV 26 DG 52 200";"AV 26 DG 52 200 FLORIDA NORTEAMERICA PH";"BELLO";6,31883;-75,56001
"CR 72 79 61";"CR 72 79 61 UNIDAD RESIDENCIAL ALTAMIRA PH";"MEDELLIN";6,28153;-75,58353
"CL 66 A 55 A 51";"CL 66 A 55 A 51 CIUDADELA SEVILLA PH";"MEDELLIN";6,263938;-75,5683
"CL 38 B SUR 26 2";"CL 38 B SUR 26 2 CONJUNTO RESIDENCIAL MONTEVENTO 1212 PH";"ENVIGADO";6,156998;-75,57545
"CL 65 C 94 51";"CL 65 C 94 51 ";"MEDELLIN";6,28356;-75,60177
"CR 66 BB 55 51";"CR 66 BB 55 51 CONJUNTO RESIDENCIAL TRIGALES PH";"BELLO";6,20542;-75,56718
"CR 81 45 E 22";"CR 81 45 E 22 ";"MEDELLIN";6,25261;-75,60209
"CL 17 A SUR 44 170";"CL 17 A SUR 44 170 EDIFICIO NATUZZI LIVING PH";"MEDELLIN";6,18809;-75,58009
"CR 27 D 27 SUR 164";"CR 27 D 27 SUR 164 TORRE 1 AMARELLO INN PH";"ENVIGADO";6,172884;-75,57145
"CL 78 C SUR 45 A 47";"CL 78 C SUR 45 A 47 ";"SABANETA";6,146388;-75,62163
"CL 87 SUR 55 192";"CL 87 SUR 55 192 CONJUNTO RESIDENCIAL QUINTA ESTRELLA PH";"LA ESTRELLA";6,150254;-75,63967
"CL 42 C 63 C 35";"CL 42 C 63 C 35 ";"MEDELLIN";6,24582;-75,58145
"CL 87 SUR 65 A 371";"CL 87 SUR 65 A 371 CONJUNTO RESIDENCIAL FELICITY";"LA ESTRELLA";6,15348;-75,64913
"CR 81 44 B 37";"CR 81 44 B 37 PORTAL DE LAS AMERICAS";"MEDELLIN";6,25189;-75,60271
"CL 75 72 B 110";"CL 75 72 B 110 ALMENDRA APARTAMENTOS PH";"MEDELLIN";6,2753;-75,5839
"CL 61 56 51";"CL 61 56 51 URBANIZACION CAPRI PH";"MEDELLIN";6,26038;-75,5709
"CL 38 A 80 53";"CL 38 A 80 53 CONJUNTO RESIDENCIAL JARDIN DE LOS LAURELES";"MEDELLIN";6,246391;-75,60029
"CR 71 A 51 A 24";"CR 71 A 51 A 24 ED ESCORIAL 78";"MEDELLIN";6,26035;-75,587
"CR 83 A 37 D 11";"CR 83 A 37 D 11 ";"MEDELLIN";6,24666;-75,60515
"CR 56 C 83 DD SUR 52";"CR 56 C 83 DD SUR 52 CONJUNTO NATURAL AQUAVENTO PH ET 1";"LA ESTRELLA";6,15199;-75,6401
"CR 29 C 3 B SUR 40";"CR 29 C 3 B SUR 40 URBANIZACION PUENTE JARDIN";"MEDELLIN";6,19595;-75,56292
"CL 54 86 A 60";"CL 54 86 A 60 CONJUNTO RESIDENCIAL CALASANIA DEL SOL PH";"MEDELLIN";6,271874;-75,60248
"CL 78 C SUR 47 G 10";"CL 78 C SUR 47 G 10 PLAZA RESIDENCIAL PH";"SABANETA";6,150686;-75,6254
"CL 37 102 30";"CL 37 102 30 UNIDAD RESIDENCIAL EL ALCAZAR";"MEDELLIN";6,250317;-75,61763
"CR 65 B 52 B SUR 54";"CR 65 B 52 B SUR 54 MIRADOR DE LA HACIENDA";"SAN ANTONIO DE PRADO";6,182387;-75,64507
"CL 64 SUR 39 170";"CL 64 SUR 39 170 UNIDAD RESIDENCIAL MOCACCINO PH";"SABANETA";6,148873;-75,60883
"CR 45 1 191";"CR 45 1 191 CONJUNTO RESIDENCIAL TORRES DE PATIO BONITO PH";"MEDELLIN";6,206264;-75,57437
"CL 38 B 79 33";"CL 38 B 79 33 BAHIA BLANCA PH";"MEDELLIN";6,247133;-75,59893
"CR 39 E 48 F SUR 85";"CR 39 E 48 F SUR 85 CONJUNTO RESIDENCIAL MANZANARES DE LA CUENC";"ENVIGADO";6,154632;-75,59809
"CL 19 43 G 155";"CL 19 43 G 155 CONJUNTO DE USO MIXTO TORRES DEL RIO PH";"MEDELLIN";6,24589;-75,57457
"CL 26 A 58 C 59 PRIMER PISO LAS TAMAYO PROPI";"CL 26 A 58 C 59 PRIMER PISO LAS TAMAYO PROPI ";"BELLO";6,315703;-75,56639
"CL 38 B 79 82";"CL 38 B 79 82 EDIFICIO SAN MARTIN";"MEDELLIN";6,24727;-75,59947
"CR 24 C 41 SUR 127";"CR 24 C 41 SUR 127 URBANIZACION FORESTA PH";"ENVIGADO";6,153074;-75,58581
"CR 27 AA 36 SUR 151";"CR 27 AA 36 SUR 151 TORRE 3 CONJUNTO RESIDENCIAL NATIVO FLORA PH";"ENVIGADO";6,15847;-75,57405
"CL 65 SUR 39 235";"CL 65 SUR 39 235 URB INDIGO PH";"SABANETA";6,154596;-75,61325
"CL 65 C 91 117";"CL 65 C 91 117 ";"MEDELLIN";6,28111;-75,59978
"CR 43 29 21";"CR 43 29 21 CONJUNTO RESIDENCIAL BELMONTE PH";"MEDELLIN";6,228565;-75,56891
"CL 43 80 B 50";"CL 43 80 B 50 CONJUNTO INMOBILIARIO LA GRAN ESQUINA";"MEDELLIN";6,24975;-75,60182
"CL 48 SUR 71 38";"CL 48 SUR 71 38 RESERVA DEL PRADO ETAPA II";"SAN ANTONIO DE PRADO";6,17836;-75,65094
"CL 27 D SUR 28 80";"CL 27 D SUR 28 80 TORRE 2 ETAPA 2 URBANIZACION CORALES DE LA ABADIA";"ENVIGADO";6,174694;-75,57564
"CL 34 82 B 7";"CL 34 82 B 7 EDIFICIO ATLANTA";"MEDELLIN";6,24144;-75,6057
"CL 63 39 80";"CL 63 39 80 EDIFICIO DE USO MIXTO TORRE ANGEL PH";"MEDELLIN";6,25443;-75,55439
"CR 43 36 D 25";"CR 43 36 D 25 TIERRA LINDA CAMPESTRE PH";"BELLO";6,34034;-75,55916
"CR 81 B 54 108";"CR 81 B 54 108 ";"MEDELLIN";6,269408;-75,59772
"CL 54 86 C 220";"CL 54 86 C 220 FARO VERDE ETAPA 1";"MEDELLIN";6,24589;-75,57457
"CL 47 SUR 64 D 92";"CL 47 SUR 64 D 92 VILLA DEL BOSQUE PH";"SAN ANTONIO DE PRADO";6,17955;-75,64519
"TV 45 AA 84 44";"TV 45 AA 84 44 EDIFICIO SAN MARTIN PH";"MEDELLIN";6,254324;-75,60379
"CL 52 B SUR 39 E 37";"CL 52 B SUR 39 E 37 CORAZON DE ENVIGADO ETAPA 2";"ENVIGADO";6,155791;-75,60124
"CL 61 SUR 39 70";"CL 61 SUR 39 70 CIUDAD DEL BOSQUE PH ETAPA 1";"SABANETA";6,156097;-75,61098
"CR 38 75 B SUR 257";"CR 38 75 B SUR 257 BALUARTE APARTAMENTOS PH";"SABANETA";6,143877;-75,61684
"CIR 76 TV 39 41";"CIR 76 TV 39 41 QUINTAS DEL PARQUE PH";"MEDELLIN";6,246414;-75,59723
"CL 12 AA SUR 55 D 30";"CL 12 AA SUR 55 D 30 URBANIZACION VILLATERRA APARTAMENTOS";"MEDELLIN";6,198307;-75,59464
"CL 71 58 102";"CL 71 58 102 TORRE 2 CIUDADELA DEL PARQUE APARTAMENTOS";"ITAGUI";6,17288;-75,61148
"CL 46 F SUR 39 04 1 PI";"CL 46 F SUR 39 04 1 PI ";"ENVIGADO";6,157482;-75,5925
"CR 90 A 45 62";"CR 90 A 45 62 ";"MEDELLIN";6,25565;-75,60607
"CR 92 CC 53 D 40";"CR 92 CC 53 D 40 CONJUNTO RESIDENCIAL FIORENZA";"MEDELLIN";6,20542;-75,56718
"CL 33 SUR 44 A 9";"CL 33 SUR 44 A 9 ";"ENVIGADO";6,1741;-75,5872
"CL 64 E 98 66";"CL 64 E 98 66 TORRES DE LA MACARENA";"MEDELLIN";6,28423;-75,60575
"TV 38 AA 57 110";"TV 38 AA 57 110 CONJUNTO RESIDENCIAL PUERTO PARAISO";"BELLO";6,34034;-75,55916
"CR 39 62 20";"CR 39 62 20 PORTON DEL PARQUE PH";"MEDELLIN";6,2536;-75,55407
"CL 29 C 33 6";"CL 29 C 33 6 CONJUNTO RESIDENCIAL ACUARELAS DE SAN DIEGO";"MEDELLIN";6,23349;-75,56834
"CL 52 B SUR 39 E 37";"CL 52 B SUR 39 E 37 UNIDAD RESIDENCIAL CORAZON DE ENVIGADO ETAPA 2";"ENVIGADO";6,155791;-75,60124
"CL 15 80 161";"CL 15 80 161 EDIFICIO BERNALEJAS PH";"MEDELLIN";6,24589;-75,57457
"CL 30 A 83 32";"CL 30 A 83 32 TORRE MOLINOS PH";"MEDELLIN";6,231853;-75,60641
"CL 37 45 200";"CL 37 45 200 URBANIZACION LA VIDA ES BELLA PH";"BELLO";6,34034;-75,55916
"CL 23 57 A 95";"CL 23 57 A 95 EDIFICIO RESIDENCIAL SKY";"BELLO";6,312591;-75,56339
"CL 77 C 85 B 26";"CL 77 C 85 B 26 ";"MEDELLIN";6,28244;-75,58995
"CR 35 65 SUR 135";"CR 35 65 SUR 135 CONJUNTO RESIDENCIAL DUBLIN PH";"SABANETA";6,142434;-75,61405
"CL 34 66 A 44";"CL 34 66 A 44 ";"MEDELLIN";6,239906;-75,58728
"CL 34 64 110";"CL 34 64 110 URBANIZACION LA COLINA DE ASIS";"ITAGUI";6,17078;-75,63386
"CR 27 AA 36 SUR 170";"CR 27 AA 36 SUR 170 CONJUNTO RESIDENCIAL NATIVO MADERA PH";"ENVIGADO";6,15847;-75,57405
"CL 2 SUR 20 185";"CL 2 SUR 20 185 EDIFICIO TWINS PH";"MEDELLIN";6,193825;-75,55261
"CL 12 AA SUR 55 D 30";"CL 12 AA SUR 55 D 30 URBANIZACION VILLATERRA APARTAMENTOS";"ITAGUI";6,17288;-75,61148
"CL 31 43 43";"CL 31 43 43 ";"ITAGUI";6,163418;-75,61734
"CR 67 48 D 123";"CR 67 48 D 123 MIRADOR DEL EXITO";"MEDELLIN";6,25615;-75,58345
"CL 54 86 C 220";"CL 54 86 C 220 URBANIZACION FAROVERDE ETAPA CONSTRUCTIVA 1";"MEDELLIN";6,24589;-75,57457
"CL 77 SUR 32 50";"CL 77 SUR 32 50 CATTLEYA APARTAMENTOS";"SABANETA";6,14788;-75,621
"CR 33 72 SUR 35";"CR 33 72 SUR 35 PARQUES DEL SOL APARTAMENTOS";"SABANETA";6,141223;-75,61184
"CL 31 A 69 22";"CL 31 A 69 22 UNIDAD RESIDENCIAL PORTAL DE ROSALES PH";"MEDELLIN";6,2341;-75,58996
"CL 46 E SUR 42 B 05";"CL 46 E SUR 42 B 05 EDIFICIO LUXOR";"ENVIGADO";6,160438;-75,59538
"CL 26 58 C 62";"CL 26 58 C 62 ";"BELLO";6,315393;-75,5662
"CR 59 BB 40 C 50";"CR 59 BB 40 C 50 CONJUNTO RESIDENCIAL COLINA DE LOS BUCAROS PH";"BELLO";6,34034;-75,55916
"CL 84 58 50";"CL 84 58 50 EDIFICIO VILLASOL PH";"ITAGUI";6,194042;-75,59797
"CR 67 52 SUR 72";"CR 67 52 SUR 72 PORTON DE LA HACIENDA PH";"SAN ANTONIO DE PRADO";6,175929;-75,64807
"CL 32 E DIAG 75 C 29";"CL 32 E DIAG 75 C 29 EDIFICIO NOGAL DE BARCELONA PH";"MEDELLIN";6,237344;-75,59636
"CL 55 67 B 160";"CL 55 67 B 160 UNIDAD RESIDENCIAL MAJAGUA PH";"BELLO";6,34034;-75,55916
"CL 9 A SUR 79 A 125";"CL 9 A SUR 79 A 125 URBANIZACION RAYO DE SOL ETAPA 1";"MEDELLIN";6,202619;-75,6006
"CL 46 SUR 46 C 100";"CL 46 SUR 46 C 100 CONJUNTO RESIDENCIAL SOL DE PLATA PH";"ENVIGADO";6,166302;-75,59918
"CR 92 CC 53 D 40";"CR 92 CC 53 D 40 CONJUNTO RESIDENCIAL FIORENZA PH";"MEDELLIN";6,20542;-75,56718
"CR 62 B 24 A 67";"CR 62 B 24 A 67 ";"ITAGUI";6,167109;-75,64334
"CR 68 80 23";"CR 68 80 23 ";"MEDELLIN";6,27841;-75,57633
"CL 65 58 45";"CL 65 58 45 ";"ITAGUI";6,182098;-75,60561
"CL 77 SUR 35 A 105";"CL 77 SUR 35 A 105 MADEROS DEL CAMPO I PH";"SABANETA";6,143202;-75,61879
"CL 81 SUR 63 48";"CL 81 SUR 63 48 EDIFICIO SUEÑOS DE TAMPA";"LA ESTRELLA";6,158291;-75,64567
"CR 74 A 98 55";"CR 74 A 98 55 ";"MEDELLIN";6,29622;-75,57694
"CL 79 A SUR 46 49";"CL 79 A SUR 46 49 CONJUNTO RESIDENCIAL MANZANA ONCE PH";"SABANETA";6,14676;-75,62325
"CL 6 SUR 79 150";"CL 6 SUR 79 150 REMANSO DEL RODEO PH";"MEDELLIN";6,204965413;-75,6013877
"CL 40 86 A 34";"CL 40 86 A 34 CRISTOBAL REAL";"MEDELLIN";6,24836;-75,60778
"AV 25 DG 57 ET 2 LO 107";"AV 25 DG 57 ET 2 LO 107 PARCELACION DAKOTA 2 PH ETAPAS 1 2 3";"BELLO";6,34034;-75,55916
"CL 37 45 200";"CL 37 45 200 URBANIZACION LA VIDA ES BELLA PH";"BELLO";6,324613375;-75,54939958
"CR 29 C 10 C 50";"CR 29 C 10 C 50 EDIFICIO LA FLORIDA";"MEDELLIN";6,2112;-75,55849
"DG 43 34 E 20";"DG 43 34 E 20 UNIDAD RESIDENCIAL CURAZAO";"BELLO";6,330062;-75,53935
"CL 8 84 F 25";"CL 8 84 F 25 CONJUNTO RESIDENCIAL OASIS DE LOS BERNAL PH";"MEDELLIN";6,21935;-75,60921
"CR 30 35 79";"CR 30 35 79 ";"MEDELLIN";6,232494;-75,55822
"CR 82 20 A 47";"CR 82 20 A 47 ";"MEDELLIN";6,22618;-75,60364
"CL 49 E 83 A 91";"CL 49 E 83 A 91 RECINTO DE LA ARBOLEDA";"MEDELLIN";6,26381;-75,60233
"CR 83 B 31 49";"CR 83 B 31 49 ";"MEDELLIN";6,23304;-75,60723
"CL 75 B SUR 38 5";"CL 75 B SUR 38 5 UNIDAD RESIDENCIAL FIDELENA PARK";"SABANETA";6,143894;-75,61654
"CR 83 32 EE 45";"CR 83 32 EE 45 ";"MEDELLIN";6,23798;-75,6061
"CR 61 31 33";"CR 61 31 33 VILLA REAL PH";"ITAGUI";6,164191;-75,62938
"CL 63 BA 105 A 47";"CL 63 BA 105 A 47 ";"MEDELLIN";6,279786;-75,61664
"CL 117 50 A 136";"CL 117 50 A 136 ";"MEDELLIN";6,30385;-75,55429
"CR 95 48 C 7 CUAR";"CR 95 48 C 7 CUAR ";"MEDELLIN";6,26019;-75,61048
"CL 45 C SUR 42 C 110";"CL 45 C SUR 42 C 110 EDIFICIO NUBENZZA PH";"ENVIGADO";6,163326;-75,59483
"CL 40 101 A 243";"CL 40 101 A 243 CONJUNTO RESIDENCIAL NUEVA ANDALUCIA AGRUPACIONES 8 9 PH";"MEDELLIN";6,29796;-75,5546
"CR 80 8 SUR 22";"CR 80 8 SUR 22 PARQUE DE LA SIERRA";"MEDELLIN";6,23563;-75,52607
"TV 27 A 42 90";"TV 27 A 42 90 JACARANDAS PH";"ENVIGADO";6,179053;-75,58363
"CL 40 AA 59 C 40";"CL 40 AA 59 C 40 CONJUNTO DE USO MISMO MIRADOR DE LOS BUCAROS PH";"BELLO";6,34834;-75,55752
"CL 50 A 97 215";"CL 50 A 97 215 EL ROSAL 1 ETAPA P H";"MEDELLIN";6,290069;-75,55942
"CL 32 58 121";"CL 32 58 121 ";"BELLO";6,319049;-75,56479
"CR 32 40 A 29";"CR 32 40 A 29 ";"MEDELLIN";6,23602;-75,55733
