"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CR 65 27 34 ";"";1;"Itagui";"ITAGUI";1150000;1150000;1150000;0;6,16979378726869;-75,6392530403891
"CR 65 34 A 69 ";" CONJUNTO RESIDENCIAL PORTON DE LAS FLORES";1;"Itagui";"ITAGUI";957138;957138;957138;0;6,16978716324034;-75,6306539520866
"CR 65 4 42";"";1;"Laureles";"MEDELLIN";1161820;1161820;1161820;0;6,21210001698327;-75,5868199819638
"CR 65 45 20 ";" COMERCIAL Y RESIDENCIAL NUEVO NARANJAL";1;"Colores";"MEDELLIN";1613000;1613000;1613000;164979;6,25082000915465;-75,582979980662
"CR 65 52 120 ";" CANTARES DE RIACHUELOS PH";4;"Bello";"BELLO";886624;1200000;1012598,25;10250;6,33589438839981;-75,571228262896
"CR 65 52 120 LC 109 URBANIZACIÓN ";" LC 109 CANTARES DE RIACHUELOS PH";1;"Bello";"BELLO";1300000;1300000;1300000;0;6,33609173119635;-75,5707708999237
"CR 65 52 B SUR 58 ";" URBANIZACION CELESTE PH";1;"San Antonio Pr.";"MEDELLIN";579177;579177;579177;106100;6,24589000000003;-75,5745699999999
"CR 65 8 B 91 LC 006";" LC 006";1;"Laureles";"MEDELLIN";3998316;3998316;3998316;2631519;6,2163099954912;-75,5865400263977
"CR 65 91D 15 P 1";"";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,28422000738057;-75,5715599728616
"CR 65 A 32 C 31";"";1;"Laureles";"MEDELLIN";1953970;1953970;1953970;0;6,23748000070336;-75,5834300050435
"CR 65 B 52 B SUR 54 ";" MIRADOR DE LA HACIENDA";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";750000;750000;750000;0;6,18238664723531;-75,6450746087301
"CR 65 F 30 C 10 ";" NUEVO CONQUISTADORES";1;"Laureles";"MEDELLIN";1676565;1676565;1676565;268552;6,25092000000006;-75,6280199999999
"CR 65 F 32 59";"";1;"Laureles";"MEDELLIN";2177998;2177998;2177998;0;6,2362630507774;-75,5861387018846
"CR 65 F 32 A 47 ";" EDIFICIO QUEBRADITAS I PH";1;"Laureles";"MEDELLIN";1373060;1373060;1373060;91600;6,23611999500362;-75,586099976481
"CR 66 32 B 35 ";"";1;"Laureles";"MEDELLIN";1016959;1016959;1016959;86000;6,23636001080105;-75,5865599753272
"CR 66 35 04 ";" BALCONES DE SANTIAGO";2;"Laureles";"MEDELLIN";1070566;1220000;1145283;87500;6,24115001700872;-75,5853000076419
"CR 66 52 SUR 60 ";" URBANIZACION HACIENDA DE SANTA INES";1;"San Antonio Pr.";"MEDELLIN";690671;690671;690671;0;6,27315000000004;-75,5459999999999
"CR 66 63 30 ";"";1;"Itagui";"ITAGUI";750000;750000;750000;0;6,18400102324072;-75,6125417230741
"CR 66 B 32 D 21 ";"";1;"Laureles";"MEDELLIN";1592361;1592361;1592361;0;6,23794548089155;-75,5875325250846
"CR 66 B 32 D 69 ";" EDIFICIO SALERMO PH";1;"Laureles";"MEDELLIN";769940;769940;769940;0;6,23825672742418;-75,587540838442
"CR 66 B 56 B 26 ";" CONJUNTO RESIDENCIAL PARQUE ALTO PH";1;"Bello";"BELLO";1e+06;1e+06;1e+06;0;6,20542000000006;-75,56718
"CR 66 BB 55 51 ";" CONJUNTO RESIDENCIAL TRIGALES PH";1;"Bello";"BELLO";8e+05;8e+05;8e+05;94100;6,20542000000006;-75,56718
"CR 66 BB 56 B 26 ";" CONJUNTO RESIDENCIAL PARQUE ALTO PH";1;"Bello";"BELLO";1e+06;1e+06;1e+06;0;6,20542000000006;-75,56718
"CR 66 D 32 B 61";"";1;"Laureles";"MEDELLIN";3701298;3701298;3701298;0;6,23690998937791;-75,5884800178876
"CR 67  51 A SUR  7 ";"";1;"San Antonio Pr.";"MEDELLIN";750000;750000;750000;0;6,17602456810065;-75,648209061409
"CR 67 48 D 123 ";" MIRADOR DEL EXITO";1;"Colores";"MEDELLIN";2200000;2200000;2200000;0;6,2561500194744;-75,5834500377921
"CR 67 51 A SUR 7 ";"";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";7e+05;7e+05;7e+05;0;6,17602456810065;-75,648209061409
"CR 67 52 SUR 72 ";" PORTON DE LA HACIENDA PH";2;"San Antonio Pr.";"MEDELLIN,SAN ANTONIO DE PRADO";7e+05;750000;725000;0;6,17592896031703;-75,6480696351557
"CR 67 72 39";"";1;"Colores";"MEDELLIN";1448182;1448182;1448182;0;6,27314001148247;-75,5790500415391
"CR 67 A 51 82";"";1;"Colores";"MEDELLIN";2978000;2978000;2978000;0;6,25827998679982;-75,5826199779206
"CR 67 B TV 51 A 43 ";" CONJUNTO RESIDENCIAL VILLA COLOMBIA PH";1;"Colores";"MEDELLIN";1161820;1161820;1161820;0;6,25837000843993;-75,5833999978301
"CR 67 B TV 51 A 72 ";" CONJUNTO RESIDENCIAL VILLA DEL RIO PH";1;"Colores";"MEDELLIN";1508430;1508430;1508430;0;6,20906000000002;-75,55296
"CR 68 42 A 31 ";"";1;"Laureles";"MEDELLIN";1256244;1256244;1256244;0;6,24783001665391;-75,5861200092296
"CR 68 70 SUR 50 ";" PRADO VERDE PH";1;"San Antonio Pr.";"MEDELLIN";779790;779790;779790;0;6,16793;-75,64898
"CR 68 80 23";"";1;"Colores";"MEDELLIN";1600000;1600000;1600000;0;6,27841002819602;-75,5763267435925
"CR 69 32 D 30 ";" EDIFICIO MALIBU PARK PH";1;"Laureles";"MEDELLIN";2112400;2112400;2112400;0;6,23774435337926;-75,5900080423648
"CR 69 32 E 35 ";" EDIFICIO ONTARIO";1;"Laureles";"MEDELLIN";1838077;1838077;1838077;0;6,23808991282103;-75,5901313650957
"CR 69 73 92";"";1;"Colores";"MEDELLIN";2700000;2700000;2700000;0;6,27427999222385;-75,5790699904687
"CR 69 B 32 75 ";"";1;"Laureles";"MEDELLIN";1219320;1219320;1219320;0;6,23523000452445;-75,5905400382311
"CR 69 C 30 A 21 ";", EDIFICIO BENIDORM";2;"Laureles";"MEDELLIN";1350000;1523623;1436811,5;0;6,23263999644324;-75,5910100115421
"CR 70 26 A 33 ";" UNIDAD RESIDENCIAL GAVIOTAS";1;"Laureles";"MEDELLIN";924651;924651;924651;0;6,22863289587916;-75,5913882058936
"CR 70 31 75 ";" EDIFICIO ROME";1;"Laureles";"MEDELLIN";2e+06;2e+06;2e+06;0;6,23455020736305;-75,5916015360375
"CR 70 44 A 36 ";" EDIFICIO HABITAT 70 HP";1;"Laureles";"MEDELLIN";2300000;2300000;2300000;287500;6,25028000504257;-75,5884699596038
"CR 70 56 A SUR 53";"";1;"San Antonio Pr.";"MEDELLIN";9e+05;9e+05;9e+05;0;6,17299001485715;-75,6499799693236
"CR 70 A 26 17 ";"";1;"Laureles";"MEDELLIN";1168515;1168515;1168515;0;6,22781000855743;-75,5919300092347
"CR 71 28 81 ";" NUEVA GRANADA";1;"Laureles";"MEDELLIN";1219320;1219320;1219320;0;6,23022998973272;-75,5920600125529
"CR 71 37 350 ";" CONJUNTO RESIDENCIAL TERRITORIO VERDE PH";3;"Itagui";"ITAGUI";812880;1e+06;882426;43904,6666666667;6,17288000000002;-75,61148
"CR 71 52 70  URB CO";" URB COLORS";1;"Colores";"MEDELLIN";1897826;1897826;1897826;0;6,26072025168542;-75,5859764164793
"CR 71 A 51 A 24 ";" ED ESCORIAL 78";1;"Colores";"MEDELLIN";2150000;2150000;2150000;0;6,26034998160803;-75,587000025244
"CR 71 A 51 A 57 ";" PLAZA ESCORIAL L 1, PLAZA DEL ESCORIAL 1 2 3";2;"Colores";"MEDELLIN";1500000;1524150;1512075;0;6,26060998824454;-75,5871000213488
"CR 71 A 52 70 ";" EDIFICIO COLORS, EDIFICIO COLORS PH";6;"Colores";"MEDELLIN";1371735;2200000;1756486,66666667;78883,3333333333;6,26121000678334;-75,5865500008625
"CR 71 A 53 A 49 ";" JAZZ APARTAMENTOS, CONJUNTO RESIDENCIAL Y JAZZ PH, CONJUNTO RESIDENCIAL Y COMERCIAL JAZZ";5;"Colores";"MEDELLIN";1879785;2600000;2260917;153820;6,26231801397795;-75,586175581592
"CR 71 A 79 D 32 ";" GIRASOLES DEL PILAR";1;"Colores";"MEDELLIN";1150000;1150000;1150000;0;6,27911999648396;-75,5783100033078
"CR 71 A 79 D 47 ";" CONJUNTO RESIDENCIAL PARQUES DE ALTAMIRA";1;"Colores";"MEDELLIN";870602;870602;870602;0;6,27928000701557;-75,5783700177345
"CR 71 CIR 1 35 ";"";1;"Laureles";"MEDELLIN";1244485;1244485;1244485;0;6,24489999667038;-75,5902800315946
"CR 72 26 A 54 ";"";2;"Laureles";"MEDELLIN";950000;1034471;992235,5;0;6,22838999434765;-75,5926100330393
"CR 72 32 B 54 ";" TORRE BOLIVARIANA";1;"Laureles";"MEDELLIN";1778175;1778175;1778175;0;6,24723381562506;-75,5915492292207
"CR 72 39 A 22 ";" EDIFICIO LAURET PH MIXTA";1;"Laureles";"MEDELLIN";2429260;2429260;2429260;0;6,18589001530124;-75,6507599892331
"CR 72 79 61 ";" UNIDAD RESIDENCIAL ALTAMIRA PH";1;"Colores";"MEDELLIN";1500000;1500000;1500000;147700;6,28153000000003;-75,5835299999999
"CR 72 A  45 E 111";"";1;"Laureles";"MEDELLIN";2500000;2500000;2500000;0;6,25256000843484;-75,590919989902
"CR 72 A 45 E 89";"";1;"Laureles";"MEDELLIN";3e+06;3e+06;3e+06;0;6,25234999985078;-75,5911000331822
"CR 72 A 73 45 ";" EDIFICIO PILARICA BLUE PH";12;"Colores";"MEDELLIN";1200000;1900000;1490083,66666667;131796,75;6,27409001638837;-75,5823299640707
"CR 72 A 73 45  ";" EDIFICIO PILARICA BLUE PH";1;"Colores";"MEDELLIN";1320930;1320930;1320930;253320;6,27409001638837;-75,5823299640707
"CR 72 B 78 B 85 ";" SENDEROS DEL PALMAR";7;"Colores";"MEDELLIN";1189400;1550000;1325022,14285714;95163,4285714286;6,27915000369732;-75,581609958588
"CR 72 B 82 20";"";1;"Colores";"MEDELLIN";8e+05;8e+05;8e+05;0;6,28247330961468;-75,5778765013513
"CR 72 B 82 22";"";1;"Colores";"MEDELLIN";792932;792932;792932;0;6,28249999893946;-75,5778700372101
"CR 72 CIR 5 27 ";" EDIFICIO EL BOSQUE PH";1;"Laureles";"MEDELLIN";1469139;1469139;1469139;0;6,24690677701378;-75,5916387893751
"CR 72 D 74 225 ";" CONJUNTO RESIDENCIAL ARAGON PH";5;"Colores";"MEDELLIN";1270125;1600000;1437695,8;53450;6,20542000000006;-75,56718
"CR 73 30 47 ";" EDIFICIO SAN MATEO P.H";1;"Laureles";"MEDELLIN";1076123;1076123;1076123;0;6,23196001454814;-75,5937300229416
"CR 73 52 45";"";1;"Colores";"MEDELLIN";1617114;1617114;1617114;0;6,26184221705986;-75,5881064028915
"CR 73 52 65 ";" CONJUNTO DE USO MIXTO CAMINO DE COLORES,, CAMINO DE COLORES, CONJUNTO DE USO MIXTO CAMINO DE COLORES PH";55;"Colores";"MEDELLIN";1524150;2112400;1792010,85454545;96171,0363636364;6,26296890287213;-75,5872264646057
"CR 73 52 65  ";" CAMINO DE COLORES 1802, CONJUNTO DE USO MIXTO CAMINO DE COLORES";2;"Colores";"MEDELLIN";1848350;1897826;1873088;106353,5;6,26259415681132;-75,587550519367
"CR 73 53 56 ";" ARBOLEDA DE COLORES";4;"Calasanz,Colores";"MEDELLIN";1898481;2200000;2040220,25;206329,75;6,26274000000006;-75,5873
"CR 73 74 10 ";" EDIFICIO PILARICA PARK PH";1;"Colores";"MEDELLIN";1687539;1687539;1687539;0;6,27383998421665;-75,5841400360615
"CR 73 74 86 ";" EDIFICIO ENTREVERDE PH";1;"Colores";"MEDELLIN";1478680;1478680;1478680;340500;6,27437330540208;-75,5843268404033
"CR 73 A 45 D 61 ";"";1;"Colores";"MEDELLIN";1891221;1891221;1891221;0;6,25167764548756;-75,592746490423
"CR 73 C 74 107 ";" CENTRO PILARICA PH";1;"Colores";"MEDELLIN";1589687;1589687;1589687;2e+05;6,27514288063886;-75,5854613786911
"CR 73 C 74 35 ";" MIRADOR DE LA PILARICA IV";2;"Colores";"MEDELLIN";1478680;1561820;1520250;178535,5;6,27514288063886;-75,5854613786911
"CR 73 C 74 A 56 ";" EDIFICIO EL TREBOL";1;"Colores";"MEDELLIN";1653178;1653178;1653178;0;6,27447000996884;-75,5855099743165
"CR 74 43 31 ";" EDIFICIO HIBISCUS";1;"Laureles";"MEDELLIN";1615280;1615280;1615280;0;6,24941997986726;-75,5935799868747
"CR 74 43 4 ";" PUNTA DEL ESTE PH";1;"Laureles";"MEDELLIN";949241;949241;949241;207200;6,24908240280361;-75,5934846489835
"CR 74 44 32 ";"";1;"Colores";"MEDELLIN";1150000;1150000;1150000;0;6,25008998729759;-75,5933300385221
"CR 74 44 38 ";"";1;"Colores";"MEDELLIN";1138032;1138032;1138032;0;6,25013998535003;-75,5933300385221
"CR 74 48 37 LC 259 260";" LC 259 260";1;"Colores";"MEDELLIN";2100000;2100000;2100000;0;6,25715999689753;-75,5919300092347
"CR 74 52 55 ";", OASIS DE COLORES, OASIS DE COLORES APARTAMENTOS, CONJUNTO DE USO MIXTO OASIS DE COLORES PH";18;"Colores";"MEDELLIN";1470290;1800000;1659294;118572,222222222;6,26331354503137;-75,5885197507994
"CR 74 53 - 55  ";" NUEVO MUNDO";1;"Colores";"MEDELLIN";1555350;1555350;1555350;0;6,26354000822806;-75,5884699596038
"CR 74 53 118 ";" CONJUNTO RESIDENCIAL TORRES DEL ESTADIO, CONJUNTO RESIDENCIAL TORRES DEL ESTADIO PH";5;"Colores";"MEDELLIN";1371735;1609807;1553168,4;83740;6,26478000000003;-75,58692
"CR 74 53 162 ";" CONJUNTO RESIDENCIAL BRISAS DEL ESTADIO";4;"Colores";"MEDELLIN";850000;1e+06;887500;68500;6,2584228948949;-75,5910903318385
"CR 74 53 55 ";" CONJUNTO INMOBILIARIO NUEVO MUNDO PH, NUEVO MUNDO, NUEVO MUNDO PH";11;"Colores";"MEDELLIN";1320930;1550000;1426254,81818182;157259,727272727;6,26354000822806;-75,5884699596038
"CR 74 A 95 14 IN 301";"";1;"Centro";"MEDELLIN";950000;950000;950000;0;6,29192000082318;-75,5782799960944
"CR 74 A 98 55";"";1;"Colores";"MEDELLIN";950000;950000;950000;0;6,29622000097122;-75,5769399812338
"CR 74 B 65 41 ";" CAMINO DEL CERRO PH, CAMINO DEL CERRO PROPIEDAD HORIZONTAL";3;"Calasanz,Colores";"MEDELLIN";9e+05;971704;940761,333333333;0;6,26692998514834;-75,5865100191843
"CR 74 B 65 41  ";" CAMINO DEL CERRO";1;"Calasanz";"MEDELLIN";993031;993031;993031;145179;6,26692998514834;-75,5865100191843
"CR 74 D 75 19 ";" CONJUNTO RESIDENCIAL DINAMARCA";1;"Colores";"MEDELLIN";1300000;1300000;1300000;0;6,27637999424542;-75,5859800314465
"CR 75 19 35 ";"";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,22390999282892;-75,5965999865889
"CR 75 22 18 ";"";1;"Laureles";"MEDELLIN";850000;850000;850000;0;6,22582001901503;-75,5960000099596
"CR 75 45 SUR 130 ";" EDIFICIO MIXTO SANFER";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";9e+05;9e+05;9e+05;0;6,1798097411307;-75,6533540057123
"CR 75 61 130 ";" LAS CASAS DEL VALLE PH";2;"Colores";"MEDELLIN";1574955;2214895;1894925;109000;6,2688658805967;-75,5887570725418
"CR 75 61 85 ";" URBANIZACION ORANGE PH, URNANIZACION ORANGE PH, URBANIZACION ORANGE, URBANIZACION ORANGE PH ETAPA 1, URBANIZACIÓN ORANGE PH";33;"Colores";"MEDELLIN";1422540;2e+06;1727541,66666667;56394,7575757576;6,2687798432183;-75,5889144339933
"CR 75 63 65 ";" PUERTA MAYOR PH, PUERTA MAYOR PROPIEDAD HORIZONTAL";2;"Colores";"MEDELLIN";1225385;1478680;1352032,5;0;6,25916472596943;-75,5727725112249
"CR 75 63 65  ";" PUERTA MAYOR PH";1;"Colores";"MEDELLIN";1500000;1500000;1500000;0;6,27243945193884;-75,5709750224498
"CR 75 65 78 ";" MONTE REAL PH";1;"Colores";"MEDELLIN";1068543;1068543;1068543;0;6,27079001919869;-75,5872700063452
"CR 75 8 32 ";" CONJUNTO RESIDENCIAL PLAZA RODEO PH";1;"Laureles";"MEDELLIN";1937602;1937602;1937602;538406;6,24306000000007;-75,6155699999999
"CR 75 D A 2 B SUR 320 ";" CONJUNTO RESIDENCIAL LOS CABOS PH";2;"Laureles";"MEDELLIN";1727370;1900000;1813685;145651,5;6,20550999706867;-75,5993100235235
"CR 75 DA 2  B SUR 320 ";" CONJUNTO RESIDENCIAL LOS CABOS P.H";1;"Laureles";"MEDELLIN";1781520;1781520;1781520;0;6,20550999706867;-75,5993100235235
"CR 75 DA 2 B SUR 100 ";" CONJUNTO RESIDENCIAL VILLAS DE LA MOTA PH";1;"Laureles";"MEDELLIN";1400000;1400000;1400000;0;6,20774954739657;-75,5994592832625
"CR 75 DA 2 B SUR 230 ";" CONJUNTO RESIDENCIAL LOS CABOS PH";1;"Laureles";"MEDELLIN";1584300;1584300;1584300;271090;6,20560365937894;-75,5992958620104
"CR 75 DA 2 B SUR 320 ";" CONJUNTO RESIDENCIAL LOS CABOS PH, LOS CABOS PH,, URB LOS CABOS, TORRE 2 CONJUNTO RESIDENCIAL LOS CABOS PH";51;"Laureles";"MEDELLIN";1320930;2300000;1753930,07843137;179258,254901961;6,20550999706867;-75,5993100235235
"CR 75 DA 2 B SUR 50 ";" URBANIZACION MOTA CAMPESTRE";1;"Laureles";"MEDELLIN";1473345;1473345;1473345;0;6,20748989481226;-75,5993892226663
"CR 76  51 60 ";" CONJUNTO RESIDENCIAL PARQUES DEL ESTADIO";1;"Colores";"MEDELLIN";1954872;1954872;1954872;265715;6,26028638632737;-75,5915738831189
"CR 76  53 89 ";" PARQUE DE LOS COLORES";1;"Colores";"MEDELLIN";1850000;1850000;1850000;0;6,26482998312676;-75,5898900216398
"CR 76 34 A 29 ";" EDIFICIO ROSA";1;"Laureles";"MEDELLIN";2693310;2693310;2693310;0;6,24186000611719;-75,5970299782218
"CR 76 51 60 ";" CONJUNTO RESIDENCIAL PARQUES DEL ESTADIO, PARQUES DEL ESTADIO";6;"Colores";"MEDELLIN";1800000;2500000;2083544;130763;6,26028638632737;-75,5915738831189
"CR 76 53  79 ";" URBANIZACION PARAISO DE LOS COLORES";1;"Colores";"MEDELLIN";1400000;1400000;1400000;174400;6,26454998565119;-75,590069981101
"CR 76 53 200 ";" CONJUNTO RESIDENCIAL CERRO NORTE, URB CERRO NORTE, CONJUNTO RESIDENCIAL CERRO NORTE PH";3;"Colores";"MEDELLIN";1366858;1615170;1451051;66598,3333333333;6,26508001529848;-75,5886199956707
"CR 76 53 215 ";" URBANIZACION LOS COLORES, URBANIZACION LOS COLORES ETAPA III,, URBANIZACION LOS COLORES TERCERA ETAPA";12;"Colores";"MEDELLIN";1108247;1450000;1323800,5;72066,6666666667;6,2651101097169;-75,588761738344
"CR 76 53 215  ";" URBANIZACION LOS COLORES";1;"Colores";"MEDELLIN";1197896;1197896;1197896;194800;6,2651101097169;-75,588761738344
"CR 76 53 79 ";" URBANIZACION PARAISO DE LOS COLORES, URBANIZACION PARAISO DE COLORES, URB PARAISO DE LOS COLORES PH, URBANIZACION PARAISO DE LOS COLORES PH, URBANIZACION PARAISO DE COLORES PH";8;"Colores";"MEDELLIN";1370421;1550000;1460040,125;86862,5;6,26454998565119;-75,590069981101
"CR 76 53 79  ";" URB PARAISO DE COLORES";1;"Colores";"MEDELLIN";1435706;1435706;1435706;175000;6,26454998565119;-75,590069981101
"CR 76 53 89 ";" PARQUE DE LOS COLORES,, PARQUE DE COLORES";26;"Colores";"MEDELLIN";1274135;1795615;1559232,07692308;125603,5;6,26482998312676;-75,5898900216398
"CR 76 53 89  ";" PARQUE DE COLORES, PARQUE DE LOS COLORES";2;"Colores";"MEDELLIN";1472590;1557263;1514926,5;217730,5;6,26482998312676;-75,5898900216398
"CR 76 53 90 ";" FUENTE DE COLORES, FUENTE DE COLORES PH,";12;"Colores";"MEDELLIN";1359922;2e+06;1611914,41666667;151025;6,26406999596584;-75,5892400050486
"CR 76 53 90  ";" FUENTE DE COLORES 1705";1;"Colores";"MEDELLIN";1677052;1677052;1677052;201000;6,26406999596584;-75,5892400050486
"CR 76 60 09 ";" URBANIZACION CORALINA, CONJUNTO DE USO MIXTO CORALINA, CONJUNTO DE USO MIXTO CORALINA PH, CONJUNTO RESIDENCIAL CORALINA";6;"Colores";"MEDELLIN";1450000;2037467;1756006,66666667;110464,833333333;6,23914500000004;-75,5733383333332
"CR 76 A  29 20 ";"";1;"Laureles";"MEDELLIN";1523553;1523553;1523553;0;6,23099001880315;-75,5965800376593
"CR 76 A 3 C 35 ";" TORRE CAPRI CONJUNTO RESIDENCIAL MEDITERRANEO PH, TORRE CAPRI C R MEDITERRANEO PH";2;"Laureles";"MEDELLIN";1218066;1455001;1336533,5;118350;6,22984455836758;-75,5874082026267
"CR 76 A 53 215 ";" PLAZA DE COLORES, PLAZA DE COLORES PH, PLAZA DE COLORES 111";21;"Colores";"MEDELLIN";1150016;1650000;1414906,61904762;108657,142857143;6,26562999387534;-75,5895199606146
"CR 76 A 53 35 ";" CONJUNTO DE USO MIXTO JARDIN DE COLORES,";25;"Colores";"MEDELLIN";1523024;2e+06;1729695,96;61984;6,26475999423525;-75,5900800393848
"CR 76 A 53 35  ";" JARDIN DE COLORES";2;"Colores";"MEDELLIN";1676565;1795540;1736052,5;110650;6,26475999423525;-75,5900800393848
"CR 76 A 53 A 215 ";" PLAZA DE COLORES";1;"Colores";"MEDELLIN";1502487;1502487;1502487;0;6,26562999387534;-75,5895199606146
"CR 76A 53 35 ";" CONJUNTO DE USO MIXTO JARDIN DE COLORES";1;"Colores";"MEDELLIN";2100000;2100000;2100000;0;6,26475999423525;-75,5900800393848
"CR 77  60 70 ";" CONJUNTO DE USO MIXTO CITRINO PH";1;"Colores";"MEDELLIN";1531490;1531490;1531490;190500;6,26999087721246;-75,5909586103292
"CR 77 33 A 30 ";" EDIFICIO LAURELES DEL PINAR";5;"Laureles";"MEDELLIN";1350000;2250000;1744774;42400;6,23987999103957;-75,5975700242434
"CR 77 37 57 ";" EDIFICIO TORRENTE DEL EBRO";2;"Laureles";"MEDELLIN";1524150;1700000;1612075;0;6,24531573993351;-75,5988722562747
"CR 77 38 122  ";" TORRE LAURELES";1;"Laureles";"MEDELLIN";1834564;1834564;1834564;0;6,24454944257843;-75,5987796996556
"CR 77 38 139 ";" CASTELLON DEL PARQUE";1;"Laureles";"MEDELLIN";1950000;1950000;1950000;0;6,24589000000003;-75,5745699999999
"CR 77 38 14 ";" EDIFICIO BANGLADES PH";1;"Laureles";"MEDELLIN";1900000;1900000;1900000;0;6,24589000000003;-75,5745699999999
"CR 77 39 60 ";" EDIFICIO MADISON PH, EDIFICIO MADISON";2;"Laureles";"MEDELLIN";1545751;1650000;1597875,5;0;6,24783929044929;-75,5975966866196
"CR 77 41 31 ";" EDIFICIO MONTECARLO PH";1;"Laureles";"MEDELLIN";2500000;2500000;2500000;0;6,24810917018212;-75,5962323161356
"CR 77 42 22 ";" EDIFICIO EL REMANSO";1;"Laureles";"MEDELLIN";1717128;1717128;1717128;247307;6,24873999797215;-75,595979977211
"CR 77 43 38 ";" TORRE GALILEA";2;"Laureles";"MEDELLIN";1056200;1200000;1128100;0;6,24955560049315;-75,5958895325205
"CR 77 43 38  ";" TORRE GALILEA";1;"Laureles";"MEDELLIN";1341506;1341506;1341506;0;6,24955560049315;-75,5958895325205
"CR 77 60 45 ";" CONJUNTO DE USO MIXTO CUARZO PH, UNIDAD MIXTA CUARZO PH, CONJUNTO DE USO MIXTO CUARZO PROPIEDAD HORIZONTAL, CONJUNTO MIXTO CUARZO PH";64;"Colores";"MEDELLIN";1270125;2300000;1614492,59375;89331,765625;6,26753801154032;-75,58970568501
"CR 77 60 70 ";" CONJUNTO DE USO MIXTO CITRINO PH, CONJUNTO DE USO MIXTO CITRINO PROPIEDAD HORIZONTAL";28;"Colores";"MEDELLIN";1301517;1900000;1565468,71428571;47139,2857142857;6,26913013159773;-75,5903733028174
"CR 77 60 70  ";" CONJUNTO DE USO MIXTO CITRINO PH";1;"Colores";"MEDELLIN";1848350;1848350;1848350;243700;6,26999087721246;-75,5909586103292
"CR 77 94 07";"";1;"Colores";"MEDELLIN";950000;950000;950000;0;6,29175001582678;-75,5818800235083
"CR 77 A 49 A 33";"";1;"Colores";"MEDELLIN";1524150;1524150;1524150;0;6,26093998377254;-75,59318997692
"CR 77 A 73 73 ";" UNIDAD RESIDENCIAL JORGE ROBLEDO PH";1;"Colores";"MEDELLIN";1169686;1169686;1169686;195447;6,27339000174467;-75,5901600027411
"CR 77 AA 45 G 80 ";" TORRE PIACENZA";1;"Colores";"MEDELLIN";1349400;1349400;1349400;0;6,25620001752684;-75,5950400305889
"CR 77 AA 47 25 ";"";1;"Colores";"MEDELLIN";1422540;1422540;1422540;0;6,25650000584149;-75,595080012267
"CR 77 B 53 A 80 ";"";1;"Colores";"MEDELLIN";837495;837495;837495;0;6,26604900543259;-75,591122403401
"CR 77 B 60 81 ";" CONJUNTO RESIDENCIAL LOS ALMENDROS DE LA 80";2;"Colores";"MEDELLIN";1742521;2133810;1938165,5;158500;6,23422923936798;-75,5972100368918
"CR 77 E 53 8 ";"";2;"Colores";"MEDELLIN";1200000;1600000;1400000;0;6,26604920664979;-75,593337413623
"CR 78 32 71 ";" MIRADOR DEL VALLE";1;"Laureles";"MEDELLIN";1235199;1235199;1235199;0;6,23421998519181;-75,5982900297261
"CR 78 34 26 ";" EDIFICIO SAN MIGUEL";1;"Laureles";"MEDELLIN";738298;738298;738298;0;6,24087001953315;-75,5983200369395
"CR 78 34 26  ";"";1;"Laureles";"MEDELLIN";1317685;1317685;1317685;0;6,24087001953315;-75,5983200369395
"CR 78 40 25 ";" OPORTO CAMPESTRE PH";1;"Bello";"COPACABANA";1100000;1100000;1100000;0;6,33503;-75,52827
"CR 78 45 FF 12 ";" FARO DE VELODROMO PH";2;"Colores";"MEDELLIN";1003390;1003390;1003390;0;6,25472999934793;-75,5963399799524
"CR 78 52 A 64";"";1;"Colores";"MEDELLIN";4429331;4429331;4429331;0;6,26515000418999;-75,5929700357807
"CR 78 A 34 A 69 ";" EDIFICIO TRANSPARENZA II";1;"Laureles";"MEDELLIN";2112400;2112400;2112400;0;6,24150729842495;-75,5990414162092
"CR 78 A 46 45 ";" EDIFICIO RAVENNA PH";1;"Laureles";"MEDELLIN";2e+06;2e+06;2e+06;0;6,25653001305486;-75,5966500265508
"CR 78 B 52 14 ";" URB RENACER";2;"Colores";"MEDELLIN";1107608;1437474;1272541;0;6,26462999091699;-75,5943999884624
"CR 78 B 52 63";"";1;"Colores";"MEDELLIN";3e+06;3e+06;3e+06;0;6,26487453639334;-75,5944441897974
"CR 78 B 56 20 ";" EDIFICIO CASCADA DE COLORES";1;"Colores";"MEDELLIN";1494235;1494235;1494235;0;6,26981998154419;-75,5940699929344
"CR 79 1 153 ";"";1;"Laureles";"MEDELLIN";615660;615660;615660;0;6,21195999729073;-75,6019799949611
"CR 79 34 A 110 ";" EDIFICIO SAN MARCOS PH";2;"Laureles";"MEDELLIN";8e+05;1400000;1100000;74052;6,24222998332336;-75,5995199901981
"CR 79 35 92 ";" EDIFICIO SAN PATRICIO PH";2;"Laureles";"MEDELLIN";2851740;3700000;3275870;0;6,24360000539738;-75,5994800085199
