"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CR 53 75 AA SUR 90 ";" EDIFICIO SANTA CATALINA";8;"Itagui";"ITAGUI";1e+06;1536530;1328377;0;6,16378;-75,62994
"CR 53 84 A 56 ";" URBANIZACION VIVIENDAS DEL SUR NUCLEOS 3, 4, 5, 10, 11";1;"Itagui";"ITAGUI";1100000;1100000;1100000;0;6,19279;-75,59486
"CR 53 A 45 84 ";" FLOR APARTAMENTOS PH";45;"Bello";"BELLO";1109010;1900000;1378153;41852,44;6,331914;-75,56189
"CR 54 75 AA SUR 16 ";"";1;"La estrella";"LA ESTRELLA";1897826;1897826;1897826;0;6,161481;-75,63644
"CR 54 A 75 SUR 10 ";", CONJUNTO RESIDENCIAL";2;"Itagui";"ITAGUI";1149411;2e+06;1574706;0;6,164082;-75,63623
"CR 54 A 75 SUR 13 ";" CONJUNTO DE USO MIXTO PORTAL DE LA ESTRELLA, CONJUNTO DE USO MIXTO PORTAL LA ESTRELLA, CONJUNTO DE USO MIXTO PORTAL DE LA ESTRELLA PH";6;"La estrella,Itagui";"LA ESTRELLA,ITAGUI";1219320;1479880;1340800;45934,67;6,164689;-75,63163
"CR 54 C 13 A SUR 25 ";" URBANIZACION ZANETTI APARTAMENTOS, CONJUNTO RESIDENCIAL ZANETTI, CONJUNTO RESIDENCIAL ZANETTI PH,";10;"Itagui";"ITAGUI";1180525;1700000;1453075;101914,6;6,196145;-75,62001
"CR 54 C 13 A SUR 25 TO 3 ";" CONJUNTO RESIDENCIAL ZANETTI PH";1;"Itagui";"ITAGUI";1800000;1800000;1800000;0;6,196145;-75,62001
"CR 55 53 A 35 ";" CONJUNTO RESIDENCIAL RESERVA DEL PARQUE, RESERVA DEL PARQUE PH";5;"Itagui";"ITAGUI";1113987;1478680;1265885;118920;6,174762;-75,60883
"CR 55 53 A 35 TO 2 ";" URBANIZACION RESERVAS DEL PARQUE PH";1;"Itagui";"ITAGUI";1320250;1320250;1320250;0;6,17288;-75,61148
"CR 55 83 C SUR 15 ";"";1;"La estrella";"LA ESTRELLA";1016100;1016100;1016100;0;6,150252;-75,63721
"CR 55 83 C SUR 3 ";", EDIFICIO SAN MARTIN";2;"La estrella";"LA ESTRELLA";9e+05;914490;907245;0;6,150214;-75,63721
"CR 55 B 12 AA SUR 70 ";" URBANIZACION GUAYABALIA DOS PH";1;"Itagui";"MEDELLIN";950000;950000;950000;0;6,19873;-75,59582
"CR 55 B 79 BB SUR 10";"";1;"La estrella";"LA ESTRELLA";1600000;1600000;1600000;0;6,155978;-75,63624
"CR 56 A 61 24 ";" URB TURIN PH, URBANIZACION TURIN PH";4;"Colores,Centro";"MEDELLIN";850000;950000;9e+05;85275;6,26085;-75,57125
"CR 56 BB 83 D SUR 06";"";1;"La estrella";"LA ESTRELLA";8e+05;8e+05;8e+05;0;6,153146;-75,63948
"CR 56 C 83 D D SUR 52 ";" CONJUNTO NATURAL AQUAVENTO PH ETAPA 1 TORRE 1";1;"La estrella";"LA ESTRELLA";1250000;1250000;1250000;225054;6,152964;-75,63976
"CR 56 C 83 DD SUR 201 ";" ALDEA DEL SUR TORRE1 PH, ALDEA DEL SUR PH, ALDEA DEL SUR TORRE 1 PH, ALDEA DEL SUR PH TORRE 1, ALDEA DEL SUR PH TO 2";18;"La estrella";"LA ESTRELLA";896505;1500000;1269305;45300,28;6,156396;-75,63956
"CR 56 C 83 DD SUR 201 TO 1 ";" ALDEA DEL SUR, ALDEA DEL SUR PH";2;"La estrella";"LA ESTRELLA";1015115;1200000;1107558;0;6,156396;-75,63956
"CR 56 C 83 DD SUR 52 ";" CONJUNTO NATURAL AQUAVENTO PH ETAPA 1, CONJUNTO NATURAL AQUAVENTO PH, CONJUNTO NATURAL AQUAVENTO P. H. ETAPA 1, CONJUNTO NATURAL AQUAVENTO PH ET 1, CONJUNTO NATURAL AQUAVENTO ETAPA 1";11;"La estrella";"LA ESTRELLA";965295;1450000;1189377;41284;6,15199;-75,6401
"CR 57 38 220 ";" CONJUNTO RESIDENCIAL PUERTO VENTURA PH";13;"Bello";"BELLO";1200000;1650000;1386434;41318,08;6,20542;-75,56718
"CR 57 38 290 ";" CONJUNTO RESIDENCIALPUERTO NUEVO, CONJUNTO RESIDENCIAL PUERTO NUEVO";10;"Bello";"BELLO";962847;1450000;1212268;58586;6,31392;-75,57078
"CR 57 76 SUR 24";"";1;"La estrella";"LA ESTRELLA";7e+05;7e+05;7e+05;0;6,161434;-75,63932
"CR 57 A 69 D 31";"";1;"Itagui";"ITAGUI";750000;750000;750000;0;6,186093;-75,60346
"CR 58 14 SUR 40 ";" LUNA PH";1;"Itagui";"ITAGUI";980254;980254;980254;0;6,189288;-75,60313
"CR 58 77 41 ";" RESERVA DEL SUR PH";1;"Itagui";"ITAGUI";1056200;1056200;1056200;161500;6,190403;-75,60041
"CR 58 77 50 ";" URBANIZACION LAURELES DEL SUR";2;"Itagui";"ITAGUI";1056200;1161820;1109010;0;6,19036;-75,59988
"CR 58 A 13 SUR 30 ";" EDIFICIO KIWI PH, EDIFICIO KIWI P H, URBANIZACION KIWI PH";6;"Itagui";"ITAGUI";1161820;1900000;1371075;96632;6,195088;-75,61896
"CR 58 A 42 B 12";"";1;"Bello";"BELLO";1e+06;1e+06;1e+06;0;6,329096;-75,56495
"CR 58 B 14 SUR 5 ";" VILLA DEL PARQUE APARTAMENTOS";1;"Itagui";"ITAGUI";1250000;1250000;1250000;0;6,189288;-75,60313
"CR 58 BB 29 20";"";1;"Bello";"BELLO";1500000;1500000;1500000;0;6,31787;-75,56583
"CR 58B  14 SUR  05 ";" VILLA DEL PARQUE APARTAMENTOS PH";1;"Itagui";"ITAGUI";1500000;1500000;1500000;205800;6,19592;-75,59824
"CR 59 27 71 ";" CONJUNTO RESIDENCIAL AMAZONIKA PH";2;"Bello";"BELLO";1100000;1100000;1100000;0;6,20542;-75,56718
"CR 59 27 B 387 ";" URBANIZACION BOAVISTA PH";2;"Bello";"BELLO";965884;1056200;1011042;76569;6,34034;-75,55916
"CR 59 27 B 510 ";" CONJUNTO RESIDENCIAL CAMINO DEL VIENTO, CONJUNTO RESIDENCIAL CAMINO DEL VIENTO PH, CAMINO DEL VIENTO PH";7;"Bello";"BELLO";1100000;1400000;1223117;40050;6,321066;-75,56031
"CR 59 27 B 540 ";" CONJUNTO RESIDENCIAL ENSENADA PH, ENSENADA PH";10;"Bello";"BELLO";1003390;1400000;1179610;37246,8;6,238714;-75,5681
"CR 59 5 A 10 ";"";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,21313;-75,58619
"CR 59 70 125 ";" URBANIZACION LAURELES DEL VALLE PH, CONJUNTO RESIDENCIAL LAURELES DEL VALLE";4;"Itagui";"ITAGUI";906209;1180525;1044871;104810,8;6,18665;-75,60609
"CR 59 70 349 ";", CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE, CIUDADELA DEL VALLE, CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE PH, TORRE 3 CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE PH, TORRE C CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE PH, CIUDADELA DEL VALLE PH";31;"Itagui,La estrella";"ITAGUI";891150;1400000;1124672;83761;6,175171;-75,61047
"CR 59 70 349  ";" CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE PH, CONJUNTO RESIDENCIAL CIUDADELA DEL VALLE";2;"Itagui";"ITAGUI";1250000;1400000;1325000;74886;6,17288;-75,61148
"CR 59 A 69 C 09 ";" URBANIZACION COLINA VERDE";3;"Itagui";"ITAGUI";885046;1035076;956900,7;0;6,185642;-75,60567
"CR 59 A 69 C 09  ";" URBANIZACION COLINA VERDE PH";1;"Itagui";"ITAGUI";1100000;1100000;1100000;0;6,185642;-75,60567
"CR 59 A 69 C 9 ";" URBANIZACION COLINA VERDE";2;"Itagui";"ITAGUI";993031;1200000;1096516;0;6,185642;-75,60567
"CR 59 B 42 A SUR 19 ";" VEGAS DE ALCALA";1;"San Antonio Pr.";"MEDELLIN";632827;632827;632827;0;6,1821;-75,64092
"CR 59 B 51 58 ";" CONJUNTO RESIDENCIAL ALTOBELO PH, ALTOBELO P.H";6;"Bello";"BELLO";970000;1200000;1069893;52216,67;6,226978;-75,56701
"CR 59 BB 40 C 50 ";" CONJUNTO RESIDENCIAL COLINA DE LOS BUCAROS PH, CONJUNTO RESIDENCIAL COLINA DE BUCAROS PH, CONJUNTO RESIDENCIAL COLINA DE BUCAROS";5;"Bello";"BELLO";1100000;1200000;1160000;27166,8;6,34034;-75,55916
"CR 59 BB 76 C SUR 17 ";" TORRE VERONA PH";1;"La estrella";"LA ESTRELLA";914490;914490;914490;0;6,15726;-75,64351
"CR 59 F 38 C 9";"";1;"Bello";"BELLO";1230000;1230000;1230000;0;6,33026;-75,56781
"CR 6 A 47 A 40 ";" BOSQUE VERDE APARTAMENTOS, BOSQUE VERDE PH";5;"Centro,Colores";"MEDELLIN";724092;8e+05;757703;55601,6;6,232826;-75,54332
"CR 60 75 AA SUR 75 ";"";1;"La estrella";"LA ESTRELLA";1886587;1886587;1886587;265600;6,162186;-75,64247
"CR 60 D 39 SUR 21 ";" PRADOS DEL SOL";1;"San Antonio Pr.";"MEDELLIN";1100000;1100000;1100000;0;6,1928;-75,64257
"CR 60 D 40 A SUR 38 ";" URBANIZACION FLORES Y COLORES NUCLEO 2";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";736295;736295;736295;0;6,18446;-75,64107
"CR 61 31 33 ";" VILLA REAL PH";1;"Itagui";"ITAGUI";1400000;1400000;1400000;225000;6,164191;-75,62938
"CR 61 33 51 ";" CONJUNTO RESIDENCIAL BAHIA GRANDE PH T 1, CONJUNTO RESIDENCIAL BAHIA GRANDE PH, CONJUNTO RESIDENCIAL BAHIA GRANDE PH T 2, CONJUNTO RESIDENCIAL BAHIA GRANDE, CONJUNTO RESIDENCIAL BAHIA GRANDE PH TORRE 2";9;"Itagui";"ITAGUI";1119572;1700000;1375296;0;6,201804;-75,5721
"CR 61 33 65 ";" CONJUNTO RESIDENCIAL PACIFICA PH, CONJUNTO RESIDENCIAL PACIFICA,";43;"Itagui,La estrella";"ITAGUI,LA ESTRELLA";1180525;1600000;1373061;70972,98;6,203894;-75,57002
"CR 61 34 31 ";" PORTAL DE DITAIRES I";1;"Itagui";"ITAGUI";1200000;1200000;1200000;0;6,168633;-75,63062
"CR 62 A 74 SUR 164 ";" CONJUNTO RESIDENCIAL TUKANA PH";2;"La estrella";"LA ESTRELLA";1250000;1320250;1285125;0;6,16321;-75,64397
"CR 62 B 24 A 67";"";1;"Itagui";"ITAGUI";1200000;1200000;1200000;0;6,167109;-75,64334
"CR 63 32 E 39 ";" CONDOMINIO PIE DEL CERRO PH";1;"Laureles";"MEDELLIN";1265654;1265654;1265654;0;6,237374;-75,57729
"CR 63 33 60 ";" TORRES DE BARCELONA PH";2;"Itagui";"ITAGUI";1e+06;1225385;1112693;100207,5;6,18248;-75,60411
"CR 63 38 SUR 61 ";" CONJUNTO RESIDENCIAL PRADO ETAPA 4 PH";1;"San Antonio Pr.";"MEDELLIN";862739;862739;862739;0;6,25979;-75,56215
"CR 63 B 73 SUR 117 ";" ORION PH, CONJUNTO RESIDENCIAL ORION PH, UNIDAD RESIDENCIAL ORION PH";19;"La estrella";"LA ESTRELLA";9e+05;1700000;1226993;35549,16;6,166125;-75,64555
"CR 63 B 73 SUR 126 ";" CAPELLA PH, CAPELLA APARTAMENTOS PH";35;"La estrella";"LA ESTRELLA";1002588;1550000;1201716;60020,83;6,166125;-75,64555
"CR 63 B 75 SUR 126 ";" CAPELLA PH";1;"La estrella";"LA ESTRELLA";1091941;1091941;1091941;0;6,166125;-75,64555
"CR 63 C 27 47";"";1;"Itagui";"ITAGUI";1009367;1009367;1009367;0;6,168325;-75,63997
"CR 63 C 27 65";"";1;"Itagui";"ITAGUI";690948;690948;690948;0;6,168387;-75,63985
"CR 63 C 42 B 27 ";" EDIFICIO CONQUISTADORES DEL RIO PH";1;"Laureles";"MEDELLIN";1502487;1502487;1502487;242000;6,24545;-75,58129
"CR 63 C 96 A 399 BL 45 ";" UNIDAD RESIDENCIAL TRICENTENARIO PH";1;"Colores";"MEDELLIN";854834;854834;854834;0;6,29366;-75,565
"CR 63B 53SUR 117 ";" UNIDAD RESIDENCIAL ORION PH";1;"La estrella";"LA ESTRELLA";1400000;1400000;1400000;166271;6,166125;-75,64555
"CR 64 A 29 17 ";" CONJUNTO RESIDENCIAL AIRES DE SAN FRANCISCO";1;"Itagui";"ITAGUI";1e+06;1e+06;1e+06;0;6,169477;-75,63954
"CR 64 A 29 28 ";" AIRES DE DITAIRES PH";1;"Itagui";"ITAGUI";1200000;1200000;1200000;0;6,169645;-75,63822
"CR 64 A 29 41 ";" UNIDAD RESIDENCIAL AIRES DE SAN FRANCISCO, CONJUNTO RESIDENCIAL AIRES DE SAN FRANCISCO 2";2;"Itagui";"ITAGUI";850000;9e+05;875000;0;6,169477;-75,63954
"CR 64 B 33 34";"";1;"Itagui";"ITAGUI";880000;880000;880000;0;6,171438;-75,63531
"CR 64 B 51 B 33 ";" UNIDAD RESIDENCIAL CARLOS E RESTREPO PH";1;"Colores";"MEDELLIN";2e+06;2e+06;2e+06;0;6,25659;-75,57894
"CR 64 B 53 40 ";" CARLOS E RESTREPO PH";1;"Colores";"MEDELLIN";1700000;1700000;1700000;0;6,25757;-75,57804
"CR 65 27 126 ";" EDIFICIO ALVAREZ YEPES PH";1;"Itagui";"ITAGUI";685563;685563;685563;0;6,169824;-75,63909
"CR 65 27 34 ";"";1;"Itagui";"ITAGUI";1150000;1150000;1150000;0;6,169794;-75,63925
"CR 65 34 A 69 ";" CONJUNTO RESIDENCIAL PORTON DE LAS FLORES";1;"Itagui";"ITAGUI";957138;957138;957138;0;6,169787;-75,63065
"CR 65 4 42";"";1;"Laureles";"MEDELLIN";1161820;1161820;1161820;0;6,2121;-75,58682
"CR 65 45 20 ";" COMERCIAL Y RESIDENCIAL NUEVO NARANJAL";1;"Colores";"MEDELLIN";1613000;1613000;1613000;164979;6,25082;-75,58298
"CR 65 52 120 ";" CANTARES DE RIACHUELOS PH";4;"Bello";"BELLO";897770;1400000;1076695;0;6,335894;-75,57123
"CR 65 52 120 LC 109 URBANIZACIÓN ";" LC 109 CANTARES DE RIACHUELOS PH";1;"Bello";"BELLO";1300000;1300000;1300000;0;6,336092;-75,57077
"CR 65 52 B SUR 58 ";" URBANIZACION CELESTE PH";1;"San Antonio Pr.";"MEDELLIN";579177;579177;579177;106100;6,24589;-75,57457
"CR 65 8 B 91 LC 006";" LC 006";1;"Laureles";"MEDELLIN";3998316;3998316;3998316;2631519;6,21631;-75,58654
"CR 65 91D 15 P 1";"";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,28422;-75,57156
"CR 65 A 32 C 31";"";1;"Laureles";"MEDELLIN";1953970;1953970;1953970;0;6,23748;-75,58343
"CR 65 B 52 B SUR 54 ";" MIRADOR DE LA HACIENDA";2;"San Antonio Pr.,La estrella";"SAN ANTONIO DE PRADO";750000;850000;8e+05;49950;6,182387;-75,64507
"CR 65 D 32 D 32 ";" TORRE EL ALBA 2";1;"Laureles";"MEDELLIN";2500000;2500000;2500000;0;6,23792;-75,58521
"CR 65 F 30 C 10 ";" NUEVO CONQUISTADORES";1;"Laureles";"MEDELLIN";1676565;1676565;1676565;268552;6,25092;-75,62802
"CR 65 F 32 59";"";1;"Laureles";"MEDELLIN";2177998;2177998;2177998;0;6,236263;-75,58614
"CR 65 F 32 A 47 ";" EDIFICIO QUEBRADITAS I PH";1;"Laureles";"MEDELLIN";1373060;1373060;1373060;91600;6,23612;-75,5861
"CR 66 32 B 35 ";"";1;"Laureles";"MEDELLIN";1016959;1016959;1016959;86000;6,23636;-75,58656
"CR 66 35 04 ";" BALCONES DE SANTIAGO";1;"Laureles";"MEDELLIN";1070566;1070566;1070566;0;6,24115;-75,5853
"CR 66 52 SUR 60 ";" URBANIZACION HACIENDA DE SANTA INES";1;"San Antonio Pr.";"MEDELLIN";690671;690671;690671;0;6,27315;-75,546
"CR 66 63 30 ";"";1;"Itagui";"ITAGUI";750000;750000;750000;0;6,184001;-75,61254
"CR 66 B 32 D 21 ";"";1;"Laureles";"MEDELLIN";1615280;1615280;1615280;0;6,237945;-75,58753
"CR 66 B 32 D 69 ";" EDIFICIO SALERMO PH";1;"Laureles";"MEDELLIN";769940;769940;769940;0;6,238257;-75,58754
"CR 66 B 56 B 26 ";" CONJUNTO RESIDENCIAL PARQUE ALTO PH";1;"Bello";"BELLO";1e+06;1e+06;1e+06;0;6,20542;-75,56718
"CR 66 BB 55 51 ";" CONJUNTO RESIDENCIAL TRIGALES PH";1;"Bello";"BELLO";8e+05;8e+05;8e+05;94100;6,20542;-75,56718
"CR 66 BB 56 B 26 ";" CONJUNTO RESIDENCIAL PARQUE ALTO PH";1;"Bello";"BELLO";1e+06;1e+06;1e+06;0;6,20542;-75,56718
"CR 66 D 32 B 61";"";1;"Laureles";"MEDELLIN";3701298;3701298;3701298;0;6,23691;-75,58848
"CR 67  51 A SUR  7 ";"";1;"San Antonio Pr.";"MEDELLIN";750000;750000;750000;0;6,176025;-75,64821
"CR 67 48 D 123 ";" MIRADOR DEL EXITO";1;"Colores";"MEDELLIN";2200000;2200000;2200000;0;6,25615;-75,58345
"CR 67 51 A SUR 7 ";"";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";7e+05;7e+05;7e+05;0;6,176025;-75,64821
"CR 67 52 SUR 72 ";" PORTON DE LA HACIENDA PH";2;"San Antonio Pr.";"MEDELLIN,SAN ANTONIO DE PRADO";722293;750000;736146,5;0;6,175929;-75,64807
"CR 67 72 39";"";1;"Colores";"MEDELLIN";1448182;1448182;1448182;0;6,27314;-75,57905
"CR 67 A 51 82";"";1;"Colores";"MEDELLIN";2978000;2978000;2978000;0;6,25828;-75,58262
"CR 67 B TV 51 A 43 ";" CONJUNTO RESIDENCIAL VILLA COLOMBIA PH";1;"Colores";"MEDELLIN";1161820;1161820;1161820;0;6,25837;-75,5834
"CR 67 B TV 51 A 72 ";" CONJUNTO RESIDENCIAL VILLA DEL RIO PH";1;"Colores";"MEDELLIN";1584300;1584300;1584300;0;6,20906;-75,55296
"CR 68 42 A 31 ";"";1;"Laureles";"MEDELLIN";1256244;1256244;1256244;0;6,24783;-75,58612
"CR 68 63 44 ";"";1;"Itagui";"ITAGUI";9e+05;9e+05;9e+05;0;6,183948;-75,61285
"CR 68 80 23";"";1;"Colores";"MEDELLIN";1600000;1600000;1600000;0;6,27841;-75,57633
"CR 68 A 44 72 ";" EDIFICIO JAIMAR";1;"Laureles";"MEDELLIN";1650000;1650000;1650000;0;6,24953;-75,58667
"CR 69 32 D 30 ";" EDIFICIO MALIBU PARK PH";1;"Laureles";"MEDELLIN";2112400;2112400;2112400;0;6,237744;-75,59001
"CR 69 32 E 35 ";" EDIFICIO ONTARIO";1;"Laureles";"MEDELLIN";1838077;1838077;1838077;0;6,23809;-75,59013
"CR 69 73 92";"";1;"Colores";"MEDELLIN";2700000;2700000;2700000;0;6,27428;-75,57907
"CR 69 B 32 75 ";"";1;"Laureles";"MEDELLIN";1219320;1219320;1219320;0;6,23523;-75,59054
"CR 69 C 30 A 21 ";", EDIFICIO BENIDORM";2;"Laureles";"MEDELLIN";1350000;1523623;1436812;0;6,23264;-75,59101
"CR 70 26 A 33 ";" UNIDAD RESIDENCIAL GAVIOTAS";1;"Laureles";"MEDELLIN";924651;924651;924651;0;6,228633;-75,59139
"CR 70 31 75 ";" EDIFICIO ROME";1;"Laureles";"MEDELLIN";2e+06;2e+06;2e+06;0;6,23455;-75,5916
"CR 70 44 A 36 ";" EDIFICIO HABITAT 70 HP";1;"Laureles";"MEDELLIN";2300000;2300000;2300000;287500;6,25028;-75,58847
"CR 70 56 A SUR 53";"";1;"San Antonio Pr.";"MEDELLIN";9e+05;9e+05;9e+05;0;6,17299;-75,64998
"CR 70 A 26 17 ";"";1;"Laureles";"MEDELLIN";1168515;1168515;1168515;0;6,22781;-75,59193
"CR 71 28 81 ";" NUEVA GRANADA";1;"Laureles";"MEDELLIN";1219320;1219320;1219320;0;6,23023;-75,59206
"CR 71 37 350 ";" CONJUNTO RESIDENCIAL TERRITORIO VERDE PH";3;"Itagui";"ITAGUI";812880;1e+06;882426;43904,67;6,17288;-75,61148
"CR 71 52 70  URB CO";" URB COLORS";1;"Colores";"MEDELLIN";1897826;1897826;1897826;0;6,26072;-75,58598
"CR 71 A 51 A 24 ";" ED ESCORIAL 78";1;"Colores";"MEDELLIN";2150000;2150000;2150000;0;6,26035;-75,587
"CR 71 A 51 A 57 ";" PLAZA ESCORIAL L 1, PLAZA DEL ESCORIAL 1 2 3";2;"Colores";"MEDELLIN";1500000;1524150;1512075;0;6,26061;-75,5871
"CR 71 A 52 70 ";" EDIFICIO COLORS, EDIFICIO COLORS PH";6;"Colores";"MEDELLIN";1371735;2200000;1756487;78883,33;6,26121;-75,58655
"CR 71 A 53 A 49 ";" JAZZ APARTAMENTOS, CONJUNTO RESIDENCIAL Y JAZZ PH, CONJUNTO RESIDENCIAL Y COMERCIAL JAZZ";5;"Colores";"MEDELLIN";1879785;2600000;2260917;153820;6,262318;-75,58618
"CR 71 A 79 D 32 ";" GIRASOLES DEL PILAR";1;"Colores";"MEDELLIN";1150000;1150000;1150000;0;6,27912;-75,57831
"CR 71 A 79 D 47 ";" CONJUNTO RESIDENCIAL PARQUES DE ALTAMIRA";1;"Colores";"MEDELLIN";870602;870602;870602;0;6,27928;-75,57837
"CR 71 CIR 1 35 ";"";1;"Laureles";"MEDELLIN";1244485;1244485;1244485;0;6,2449;-75,59028
"CR 72 26 A 54 ";"";2;"Laureles";"MEDELLIN";950000;1034471;992235,5;0;6,22839;-75,59261
"CR 72 32 B 54 ";" TORRE BOLIVARIANA";1;"Laureles";"MEDELLIN";1778175;1778175;1778175;0;6,247234;-75,59155
"CR 72 39 A 22 ";" EDIFICIO LAURET PH MIXTA";1;"Laureles";"MEDELLIN";2429260;2429260;2429260;0;6,18589;-75,65076
"CR 72 79 61 ";" UNIDAD RESIDENCIAL ALTAMIRA PH";1;"Colores";"MEDELLIN";1500000;1500000;1500000;147700;6,28153;-75,58353
"CR 72 A  45 E 111";"";1;"Laureles";"MEDELLIN";2500000;2500000;2500000;0;6,25256;-75,59092
"CR 72 A 45 E 89";"";1;"Laureles";"MEDELLIN";3e+06;3e+06;3e+06;0;6,25235;-75,5911
"CR 72 A 73 45 ";" EDIFICIO PILARICA BLUE PH";12;"Colores";"MEDELLIN";1200000;1900000;1496172;131796,8;6,27409;-75,58233
"CR 72 A 73 45  ";" EDIFICIO PILARICA BLUE PH";1;"Colores";"MEDELLIN";1320930;1320930;1320930;253320;6,27409;-75,58233
"CR 72 B 78 B 85 ";" SENDEROS DEL PALMAR";7;"Colores";"MEDELLIN";1189400;1550000;1330803;95163,43;6,27915;-75,58161
"CR 72 B 82 20";"";1;"Colores";"MEDELLIN";8e+05;8e+05;8e+05;0;6,282473;-75,57788
"CR 72 B 82 22";"";1;"Colores";"MEDELLIN";792932;792932;792932;0;6,2825;-75,57787
"CR 72 CIR 5 27 ";" EDIFICIO EL BOSQUE PH";1;"Laureles";"MEDELLIN";1469139;1469139;1469139;0;6,246907;-75,59164
"CR 72 D 74 225 ";" CONJUNTO RESIDENCIAL ARAGON PH,";8;"Colores,Calasanz";"MEDELLIN";1270125;1650000;1504810;102100;6,214063;-75,56908
"CR 73 30 47 ";" EDIFICIO SAN MATEO P.H";1;"Laureles";"MEDELLIN";1076123;1076123;1076123;0;6,23196;-75,59373
"CR 73 52 45";"";1;"Colores";"MEDELLIN";1617114;1617114;1617114;0;6,261842;-75,58811
"CR 73 52 65 ";" CONJUNTO DE USO MIXTO CAMINO DE COLORES,, CAMINO DE COLORES, CONJUNTO DE USO MIXTO CAMINO DE COLORES PH";56;"Colores";"MEDELLIN";1524150;2200000;1806030;94453,7;6,262969;-75,58723
"CR 73 52 65  ";" CAMINO DE COLORES 1802, CONJUNTO DE USO MIXTO CAMINO DE COLORES";2;"Colores";"MEDELLIN";1848350;1897826;1873088;106353,5;6,262594;-75,58755
"CR 73 53 56 ";" ARBOLEDA DE COLORES";4;"Calasanz,Colores";"MEDELLIN";1898481;2200000;2040220;206329,8;6,26274;-75,5873
"CR 73 74 10 ";" EDIFICIO PILARICA PARK PH";1;"Colores";"MEDELLIN";1687539;1687539;1687539;0;6,27384;-75,58414
"CR 73 74 86 ";" EDIFICIO ENTREVERDE PH";1;"Colores";"MEDELLIN";1478680;1478680;1478680;340500;6,274373;-75,58433
"CR 73 A 45 D 61 ";"";1;"Colores";"MEDELLIN";1891221;1891221;1891221;0;6,251678;-75,59275
"CR 73 C 74 107 ";" CENTRO PILARICA PH";1;"Colores";"MEDELLIN";1589687;1589687;1589687;2e+05;6,275143;-75,58546
"CR 73 C 74 35 ";" MIRADOR DE LA PILARICA IV";2;"Colores";"MEDELLIN";1478680;1584300;1531490;178535,5;6,275143;-75,58546
"CR 73 C 74 A 56 ";" EDIFICIO EL TREBOL";1;"Colores";"MEDELLIN";1726679;1726679;1726679;0;6,27447;-75,58551
"CR 74 43 31 ";" EDIFICIO HIBISCUS";1;"Laureles";"MEDELLIN";1615280;1615280;1615280;0;6,24942;-75,59358
"CR 74 43 4 ";" PUNTA DEL ESTE PH";1;"Laureles";"MEDELLIN";949241;949241;949241;207200;6,249082;-75,59348
"CR 74 44 32 ";"";1;"Colores";"MEDELLIN";1150000;1150000;1150000;0;6,25009;-75,59333
"CR 74 44 38 ";"";1;"Colores";"MEDELLIN";1138032;1138032;1138032;0;6,25014;-75,59333
"CR 74 48 37 LC 259 260";" LC 259 260";1;"Colores";"MEDELLIN";2100000;2100000;2100000;0;6,25716;-75,59193
"CR 74 52 55 ";", OASIS DE COLORES, OASIS DE COLORES APARTAMENTOS, CONJUNTO DE USO MIXTO OASIS DE COLORES PH";19;"Colores";"MEDELLIN";1470290;1800000;1673969;125273,7;6,263316;-75,58852
"CR 74 53 - 55  ";" NUEVO MUNDO";1;"Colores";"MEDELLIN";1555350;1555350;1555350;0;6,26354;-75,58847
"CR 74 53 118 ";" CONJUNTO RESIDENCIAL TORRES DEL ESTADIO, CONJUNTO RESIDENCIAL TORRES DEL ESTADIO PH";5;"Colores";"MEDELLIN";1371735;1609807;1553168;83740;6,26478;-75,58692
"CR 74 53 162 ";" CONJUNTO RESIDENCIAL BRISAS DEL ESTADIO";4;"Colores";"MEDELLIN";850000;1e+06;887500;68500;6,258423;-75,59109
"CR 74 53 55 ";" CONJUNTO INMOBILIARIO NUEVO MUNDO PH, NUEVO MUNDO, NUEVO MUNDO PH";11;"Colores";"MEDELLIN";1320930;1600000;1459179;180549,8;6,26354;-75,58847
"CR 74 A 95 14 IN 301";"";1;"Centro";"MEDELLIN";950000;950000;950000;0;6,29192;-75,57828
"CR 74 A 98 55";"";1;"Colores";"MEDELLIN";950000;950000;950000;0;6,29622;-75,57694
"CR 74 B 65 41 ";" CAMINO DEL CERRO PH, CAMINO DEL CERRO PROPIEDAD HORIZONTAL";3;"Calasanz,Colores";"MEDELLIN";9e+05;971704;940761,3;0;6,26693;-75,58651
"CR 74 B 65 41  ";" CAMINO DEL CERRO";1;"Calasanz";"MEDELLIN";993031;993031;993031;145179;6,26693;-75,58651
"CR 74 D 75 19 ";" CONJUNTO RESIDENCIAL DINAMARCA";1;"Colores";"MEDELLIN";1300000;1300000;1300000;0;6,27638;-75,58598
